Indices with the equal value of the average in the column
Column 1 | average = 0.492583: 
Column 5115 | average = 0.490513: 156, 176, 204, 326, 510, 695, 956, 982, 1034, 1262, 1374, 1576, 1715, 1736, 1953, 1955, 2035, 2119, 2132, 2175, 2251, 2279, 2292, 2374, 2413, 2472, 2552, 2642, 2686, 2704, 3560, 3652, 3739, 3903, 3924, 4038, 4101, 4159, 4396, 4558, 4587, 4712, 4834, 5227, 5254, 5315, 5473, 5528, 5539, 5607, 5649, 5705, 5793, 5866, 5877, 5891, 5923, 6070, 6097, 6577, 6696, 6782, 6798, 7126, 7215, 7217, 7450, 7470, 7519, 7566, 7584, 7732, 7856, 8067, 8090, 8126, 8642, 8716, 8724, 8891, 8918, 9033, 9112, 9147, 9307, 9646, 9720, 9733, 9784, 9856, 9858, 9879, 9905, 9930, 9933, 
Column 5116 | average = 0.496853: 
Column 5117 | average = 0.490134: 165, 190, 206, 269, 276, 425, 614, 652, 693, 728, 747, 892, 931, 954, 1095, 1145, 1211, 1305, 1345, 1430, 1442, 1485, 1531, 1674, 1849, 1902, 1906, 1962, 2024, 2078, 2143, 2175, 2197, 2260, 2280, 2349, 2358, 2462, 2537, 2809, 2861, 2927, 2972, 3530, 3544, 3554, 3663, 3702, 3863, 3908, 4004, 4088, 4106, 4150, 4237, 4313, 4360, 4486, 4568, 4601, 4615, 4674, 4729, 5046, 5118, 5207, 5288, 5444, 5629, 5772, 5808, 5946, 6021, 6233, 6335, 6395, 6478, 6486, 6581, 6700, 6707, 7049, 7057, 7166, 7326, 7358, 7598, 7602, 7617, 7650, 7683, 7686, 7747, 7963, 7985, 8090, 8208, 8235, 8271, 8306, 8564, 8662, 8795, 9006, 9044, 9063, 9072, 9088, 9116, 9229, 9429, 9482, 9489, 9507, 9513, 9665, 9690, 9727, 
Column 5118 | average = 0.492357: 
Column 5119 | average = 0.497823: 
Column 5120 | average = 0.492391: 
Column 5121 | average = 0.493918: 
Column 5122 | average = 0.497982: 
Column 5123 | average = 0.495671: 
Column 5124 | average = 0.494849: 
Column 5125 | average = 0.495823: 
Column 5126 | average = 0.497965: 
Column 5127 | average = 0.490405: 21, 29, 100, 141, 269, 339, 360, 373, 507, 518, 650, 680, 778, 833, 837, 890, 907, 1020, 1034, 1139, 1155, 1217, 1361, 1495, 1507, 1556, 1676, 1799, 2053, 2103, 2209, 2254, 2416, 2644, 2823, 2855, 2966, 2967, 3047, 3187, 3231, 3272, 3475, 3876, 3934, 3990, 4025, 4227, 4266, 4273, 4281, 4356, 4362, 4450, 4578, 4653, 4669, 4727, 4737, 5145, 5220, 5299, 5337, 5361, 5391, 5559, 5676, 5777, 5939, 5977, 6074, 6170, 6199, 6454, 6804, 6856, 6968, 6993, 7249, 7456, 7494, 7590, 7593, 7738, 7808, 7818, 7832, 7841, 7964, 8216, 8398, 8598, 8716, 8869, 8934, 8997, 9027, 9031, 9139, 9157, 9187, 9282, 9384, 9438, 9873, 
Column 5128 | average = 0.495532: 
Column 5129 | average = 0.492460: 
Column 5130 | average = 0.496891: 
Column 5131 | average = 0.495430: 
Column 5132 | average = 0.495512: 
Column 5133 | average = 0.492454: 
Column 5134 | average = 0.498028: 
Column 5135 | average = 0.495566: 
Column 5136 | average = 0.493102: 
Column 5137 | average = 0.498225: 
Column 5138 | average = 0.495182: 
Column 5139 | average = 0.489188: 
Column 5140 | average = 0.491455: 
Column 5141 | average = 0.492733: 
Column 5142 | average = 0.491989: 
Column 5143 | average = 0.494337: 
Column 5144 | average = 0.493821: 
Column 5145 | average = 0.498145: 
Column 5146 | average = 0.497486: 
Column 5147 | average = 0.498778: 
Column 5148 | average = 0.492915: 
Column 5149 | average = 0.498430: 
Column 5150 | average = 0.493761: 
Column 5151 | average = 0.489166: 
Column 5152 | average = 0.494944: 
Column 5153 | average = 0.491526: 
Column 5154 | average = 0.493272: 
Column 5155 | average = 0.502847: 
Column 5156 | average = 0.491756: 
Column 5157 | average = 0.499420: 
Column 5158 | average = 0.496256: 
Column 5159 | average = 0.498834: 
Column 5160 | average = 0.495734: 
Column 5161 | average = 0.491123: 
Column 5162 | average = 0.491230: 
Column 5163 | average = 0.497083: 
Column 5164 | average = 0.495330: 
Column 5165 | average = 0.491205: 
Column 5166 | average = 0.496279: 
Column 5167 | average = 0.494375: 
Column 5168 | average = 0.495086: 
Column 5169 | average = 0.491511: 
Column 5170 | average = 0.493778: 
Column 5171 | average = 0.499840: 
Column 5172 | average = 0.497510: 
Column 5173 | average = 0.492338: 
Column 5174 | average = 0.488566: 
Column 5175 | average = 0.494332: 
Column 5176 | average = 0.496930: 
Column 5177 | average = 0.493649: 
Column 5178 | average = 0.494214: 
Column 5179 | average = 0.492810: 
Column 5180 | average = 0.495971: 
Column 5181 | average = 0.494598: 
Column 5182 | average = 0.490511: 92, 124, 211, 218, 238, 298, 408, 514, 597, 613, 865, 890, 1078, 1163, 1173, 1269, 1433, 1584, 1681, 1700, 1840, 1901, 2126, 2299, 2409, 2446, 2504, 2535, 2583, 2620, 2760, 2795, 2872, 2985, 3299, 3382, 3496, 3499, 3531, 3561, 3690, 3956, 4173, 4220, 4311, 4357, 4398, 4502, 4636, 4689, 4751, 4759, 4893, 4898, 5073, 5146, 5150, 5267, 5596, 5660, 5674, 5696, 5725, 6034, 6044, 6095, 6138, 6155, 6171, 6369, 6479, 6579, 6600, 6612, 6711, 6803, 7040, 7369, 7475, 7491, 7569, 7570, 7585, 7689, 7839, 7869, 7888, 8035, 8042, 8097, 8129, 8158, 8413, 8418, 8586, 8965, 9057, 9248, 9275, 9331, 9338, 9817, 9984, 
Column 5183 | average = 0.493435: 
Column 5184 | average = 0.502401: 
Column 5185 | average = 0.498110: 
Column 5186 | average = 0.494581: 
Column 5187 | average = 0.495333: 
Column 5188 | average = 0.493162: 
Column 5189 | average = 0.496752: 
Column 5190 | average = 0.500203: 61, 111, 169, 270, 306, 323, 362, 396, 568, 882, 928, 1365, 1423, 1713, 1854, 1862, 2031, 2164, 2374, 2378, 2403, 2416, 2437, 2491, 2848, 2894, 2908, 3032, 3220, 3262, 3298, 3530, 3670, 3722, 3910, 4072, 4160, 4188, 4259, 4526, 4654, 4865, 4877, 4965, 4991, 5060, 5159, 5255, 5274, 5364, 5496, 5558, 5628, 5642, 5645, 5744, 5746, 5784, 6004, 6055, 6193, 6290, 6447, 6609, 6684, 6776, 6860, 6883, 6910, 6939, 7184, 7225, 7240, 7255, 7276, 7410, 7457, 7475, 7498, 7629, 7630, 7839, 7875, 7926, 7955, 7998, 8110, 8116, 8191, 8258, 8328, 8331, 8375, 8562, 8659, 8669, 8684, 8740, 8816, 8878, 8945, 9011, 9433, 9496, 9498, 9730, 
Column 5191 | average = 0.498511: 
Column 5192 | average = 0.494183: 
Column 5193 | average = 0.496255: 
Column 5194 | average = 0.490638: 13, 114, 163, 512, 646, 719, 815, 906, 911, 1140, 1279, 1369, 1435, 1744, 1838, 2150, 2381, 2426, 2643, 2777, 2851, 2917, 2927, 3033, 3111, 3191, 3350, 3374, 3455, 3531, 3572, 3575, 3802, 3805, 3885, 4392, 4449, 4514, 4550, 4575, 4581, 4785, 4819, 5066, 5294, 5295, 5518, 5539, 5611, 5739, 5861, 6108, 6111, 6140, 6470, 6539, 6845, 6895, 7076, 7204, 7306, 7402, 7407, 7492, 7572, 7645, 7647, 7732, 7813, 7880, 7962, 8001, 8086, 8096, 8102, 8111, 8197, 8209, 8274, 8304, 8363, 8440, 8466, 8547, 8654, 8760, 8781, 8797, 8862, 8879, 8998, 9025, 9521, 9575, 9912, 
Column 5195 | average = 0.493765: 
Column 5196 | average = 0.494000: 
Column 5197 | average = 0.495615: 
Column 5198 | average = 0.496092: 
Column 5199 | average = 0.492052: 
Column 5200 | average = 0.499079: 
Column 5201 | average = 0.494261: 
Column 5202 | average = 0.496254: 
Column 5203 | average = 0.494772: 
Column 5204 | average = 0.493996: 
Column 5205 | average = 0.492910: 
Column 5206 | average = 0.494752: 
Column 5207 | average = 0.491452: 
Column 5208 | average = 0.494207: 
Column 5209 | average = 0.496802: 
Column 5210 | average = 0.493122: 
Column 5211 | average = 0.500014: 15, 214, 232, 262, 685, 782, 887, 1134, 1183, 1392, 1417, 1475, 1544, 1549, 1594, 1669, 1830, 1940, 1969, 1994, 2017, 2113, 2214, 2401, 2412, 2459, 2463, 2666, 2747, 2750, 2969, 3233, 3320, 3356, 3373, 3409, 3435, 3557, 3827, 3864, 3895, 3910, 4002, 4099, 4453, 4734, 4915, 4944, 4968, 4977, 5086, 5089, 5112, 5146, 5207, 5312, 5413, 5453, 5475, 5705, 5714, 5772, 5774, 5799, 5926, 6147, 6164, 6236, 6276, 6277, 6334, 6365, 6392, 6449, 6470, 6506, 6507, 6509, 6662, 6688, 6729, 6824, 6872, 6873, 6993, 7374, 7535, 7567, 7646, 8014, 8194, 8213, 8281, 8474, 8485, 8538, 8782, 8838, 9172, 9179, 9412, 9437, 9446, 9624, 9647, 9742, 9854, 9863, 
Column 5212 | average = 0.488855: 
Column 5213 | average = 0.496253: 
Column 5214 | average = 0.493051: 
Column 5215 | average = 0.497350: 
Column 5216 | average = 0.496443: 
Column 5217 | average = 0.499946: 
Column 5218 | average = 0.498750: 
Column 5219 | average = 0.494534: 
Column 5220 | average = 0.498020: 
Column 5221 | average = 0.491461: 
Column 5222 | average = 0.499182: 
Column 5223 | average = 0.497293: 
Column 5224 | average = 0.496663: 
Column 5225 | average = 0.494509: 
Column 5226 | average = 0.498454: 
Column 5227 | average = 0.496493: 
Column 5228 | average = 0.493426: 
Column 5229 | average = 0.495785: 
Column 5230 | average = 0.498168: 
Column 5231 | average = 0.495672: 
Column 5232 | average = 0.494775: 
Column 5233 | average = 0.497858: 
Column 5234 | average = 0.497356: 
Column 5235 | average = 0.496806: 
Column 5236 | average = 0.490555: 159, 245, 517, 585, 685, 713, 881, 895, 1016, 1050, 1185, 1219, 1591, 1791, 1918, 2042, 2114, 2318, 2355, 2359, 2510, 2553, 2563, 2869, 3014, 3317, 3363, 3415, 3477, 3543, 3645, 3716, 4010, 4049, 4128, 4302, 4306, 4345, 4600, 4711, 4785, 5005, 5031, 5041, 5263, 5367, 5397, 5402, 5549, 5602, 6069, 6215, 6224, 6558, 6575, 6833, 7099, 7393, 7407, 7527, 7820, 7962, 7989, 8099, 8171, 8437, 8464, 8582, 8644, 8886, 8937, 8964, 8988, 9051, 9109, 9127, 9341, 9360, 9384, 9389, 9395, 9516, 9609, 9672, 9815, 9832, 9943, 
Column 5237 | average = 0.495465: 
Column 5238 | average = 0.495854: 
Column 5239 | average = 0.496438: 
Column 5240 | average = 0.490993: 145, 212, 232, 527, 645, 676, 721, 722, 780, 1161, 1276, 1329, 1420, 1493, 1580, 1651, 1748, 1749, 1849, 1852, 1966, 2019, 2049, 2198, 2306, 2443, 2458, 2629, 2722, 2859, 2899, 2973, 3032, 3096, 3112, 3215, 3223, 3317, 3420, 3474, 3486, 3635, 3664, 3665, 3804, 3932, 3957, 3967, 4072, 4299, 4726, 4764, 5023, 5140, 5268, 5275, 5334, 5375, 5473, 5621, 5635, 5887, 5944, 6013, 6014, 6151, 6154, 6196, 6273, 6323, 6353, 6358, 6410, 6603, 6631, 6669, 6827, 7056, 7148, 7177, 7304, 7337, 7343, 7730, 7748, 7752, 7901, 8078, 8265, 8327, 8342, 8384, 8467, 8490, 8603, 8613, 8670, 8701, 8731, 8760, 8775, 8959, 9032, 9111, 9127, 9214, 9237, 9305, 9483, 9523, 9561, 9704, 9714, 9747, 9907, 
Column 5241 | average = 0.497902: 
Column 5242 | average = 0.497642: 
Column 5243 | average = 0.501787: 
Column 5244 | average = 0.493332: 
Column 5245 | average = 0.492727: 
Column 5246 | average = 0.495750: 
Column 5247 | average = 0.493575: 
Column 5248 | average = 0.491785: 
Column 5249 | average = 0.496052: 
Column 5250 | average = 0.497090: 
Column 5251 | average = 0.493085: 
Column 5252 | average = 0.497078: 
Column 5253 | average = 0.495282: 
Column 5254 | average = 0.498184: 
Column 5255 | average = 0.491926: 
Column 5256 | average = 0.495173: 
Column 5257 | average = 0.488969: 
Column 5258 | average = 0.497213: 
Column 5259 | average = 0.493242: 
Column 5260 | average = 0.496851: 
Column 5261 | average = 0.493616: 
Column 5262 | average = 0.491172: 
Column 5263 | average = 0.498907: 
Column 5264 | average = 0.489553: 
Column 5265 | average = 0.491650: 
Column 5266 | average = 0.498160: 
Column 5267 | average = 0.500502: 76, 114, 158, 197, 221, 379, 420, 555, 621, 653, 656, 837, 854, 968, 990, 1091, 1271, 1625, 1650, 1803, 1910, 1930, 1953, 2202, 2204, 2252, 2355, 2428, 2434, 2435, 2578, 3094, 3464, 3508, 3509, 3831, 3848, 3903, 3953, 3989, 4054, 4066, 4110, 4197, 4477, 4552, 4558, 4578, 4593, 4631, 4652, 4666, 4683, 4698, 4720, 4741, 4859, 4961, 5015, 5146, 5182, 5586, 5609, 5610, 5650, 5658, 5668, 5715, 5742, 5879, 5881, 5979, 5985, 6017, 6175, 6314, 6394, 6475, 6484, 6686, 6721, 6774, 6825, 6941, 7014, 7070, 7076, 7293, 7307, 7484, 7718, 7812, 7813, 7992, 8021, 8087, 8188, 8304, 8512, 8643, 8648, 8840, 8884, 9186, 9276, 9348, 9364, 9406, 9443, 9494, 9566, 9612, 9711, 9786, 9848, 9920, 
Column 5268 | average = 0.491231: 
Column 5269 | average = 0.491787: 
Column 5270 | average = 0.493891: 
Column 5271 | average = 0.493452: 
Column 5272 | average = 0.493719: 
Column 5273 | average = 0.491565: 
Column 5274 | average = 0.495308: 
Column 5275 | average = 0.498621: 
Column 5276 | average = 0.488681: 
Column 5277 | average = 0.493241: 
Column 5278 | average = 0.498010: 
Column 5279 | average = 0.499681: 
Column 5280 | average = 0.501111: 
Column 5281 | average = 0.493385: 
Column 5282 | average = 0.499306: 
Column 5283 | average = 0.501677: 
Column 5284 | average = 0.489807: 
Column 5285 | average = 0.493140: 
Column 5286 | average = 0.498282: 
Column 5287 | average = 0.499686: 
Column 5288 | average = 0.493466: 
Column 5289 | average = 0.494838: 
Column 5290 | average = 0.493456: 
Column 5291 | average = 0.494773: 
Column 5292 | average = 0.498787: 
Column 5293 | average = 0.487525: 
Column 5294 | average = 0.491349: 
Column 5295 | average = 0.500382: 64, 106, 201, 292, 527, 651, 662, 719, 902, 970, 1025, 1036, 1155, 1343, 1573, 1663, 1716, 1798, 1826, 1874, 1940, 2012, 2386, 2440, 2499, 2514, 2598, 2645, 2764, 2846, 2891, 2947, 2948, 2978, 3166, 3420, 3648, 3708, 3737, 3872, 3916, 3959, 4031, 4086, 4106, 4301, 4340, 4496, 4514, 4523, 4622, 4707, 4719, 4806, 4828, 4832, 4837, 4893, 4944, 5013, 5409, 5551, 5609, 5651, 5656, 5687, 5933, 6126, 6129, 6143, 6153, 6189, 6229, 6344, 6386, 6409, 6474, 6580, 6633, 6905, 6910, 7132, 7220, 7293, 7326, 7448, 7512, 7558, 7563, 7654, 7930, 8059, 8236, 8281, 8336, 8360, 8408, 8579, 8618, 8790, 8926, 8946, 8961, 8963, 9030, 9355, 9678, 9718, 9756, 9781, 9867, 9881, 9891, 9984, 
Column 5296 | average = 0.498353: 
Column 5297 | average = 0.496817: 
Column 5298 | average = 0.498235: 
Column 5299 | average = 0.497716: 
Column 5300 | average = 0.498238: 
Column 5301 | average = 0.496144: 
Column 5302 | average = 0.496912: 
Column 5303 | average = 0.494808: 
Column 5304 | average = 0.497958: 
Column 5305 | average = 0.499208: 
Column 5306 | average = 0.495820: 
Column 5307 | average = 0.497865: 
Column 5308 | average = 0.497715: 
Column 5309 | average = 0.498556: 
Column 5310 | average = 0.496822: 
Column 5311 | average = 0.499833: 
Column 5312 | average = 0.495857: 
Column 5313 | average = 0.495837: 
Column 5314 | average = 0.497195: 
Column 5315 | average = 0.494888: 
Column 5316 | average = 0.496295: 
Column 5317 | average = 0.498239: 
Column 5318 | average = 0.490078: 140, 518, 589, 624, 705, 790, 818, 1024, 1258, 1435, 1605, 1841, 1933, 1942, 2029, 2144, 2163, 2363, 2442, 2489, 2509, 2656, 2746, 2855, 3133, 3142, 3251, 3400, 3525, 3646, 3658, 3702, 4114, 4136, 4575, 4668, 4715, 4881, 4888, 4898, 5023, 5051, 5086, 5337, 5524, 5550, 5627, 5714, 5868, 5921, 6075, 6146, 6157, 6262, 6409, 6566, 6634, 6650, 6870, 6928, 6936, 7094, 7119, 7277, 7304, 7386, 7420, 7466, 7614, 7679, 7731, 7978, 8008, 8025, 8158, 8192, 8343, 8613, 8683, 8785, 8794, 8894, 9015, 9072, 9081, 9403, 9451, 9519, 9605, 9636, 9778, 9990, 
Column 5319 | average = 0.498078: 
Column 5320 | average = 0.495738: 
Column 5321 | average = 0.489620: 
Column 5322 | average = 0.491060: 
Column 5323 | average = 0.495830: 
Column 5324 | average = 0.495263: 
Column 5325 | average = 0.497469: 
Column 5326 | average = 0.492759: 
Column 5327 | average = 0.495485: 
Column 5328 | average = 0.495677: 
Column 5329 | average = 0.495383: 
Column 5330 | average = 0.492372: 
Column 5331 | average = 0.490960: 70, 145, 211, 287, 437, 486, 712, 852, 892, 1122, 1345, 1363, 1501, 1511, 1563, 1883, 2057, 2136, 2221, 2222, 2234, 2316, 2430, 2435, 2453, 2669, 2937, 2942, 3026, 3031, 3469, 3859, 3870, 4080, 4408, 4802, 4811, 5109, 5185, 5312, 5359, 5397, 5472, 5502, 5590, 5651, 5702, 5751, 5764, 5871, 5956, 6011, 6085, 6112, 6158, 6160, 6404, 6453, 6759, 6775, 6776, 6780, 6793, 6903, 6905, 6953, 6962, 7013, 7037, 7113, 7127, 7209, 7262, 7310, 7338, 7533, 7542, 7841, 7923, 8056, 8096, 8119, 8213, 8222, 8234, 8254, 8272, 8285, 8421, 8439, 8451, 8463, 8547, 8710, 8793, 8829, 8861, 8963, 9206, 9293, 9552, 9559, 9748, 9797, 
Column 5332 | average = 0.493532: 
Column 5333 | average = 0.491352: 
Column 5334 | average = 0.492703: 
Column 5335 | average = 0.495342: 
Column 5336 | average = 0.493000: 
Column 5337 | average = 0.489135: 
Column 5338 | average = 0.497374: 
Column 5339 | average = 0.492748: 
Column 5340 | average = 0.491932: 
Column 5341 | average = 0.494830: 
Column 5342 | average = 0.494711: 
Column 5343 | average = 0.494748: 
Column 5344 | average = 0.491966: 
Column 5345 | average = 0.497626: 
Column 5346 | average = 0.496841: 
Column 5347 | average = 0.496684: 
Column 5348 | average = 0.494167: 
Column 5349 | average = 0.492566: 
Column 5350 | average = 0.492524: 
Column 5351 | average = 0.495842: 
Column 5352 | average = 0.499306: 
Column 5353 | average = 0.497849: 
Column 5354 | average = 0.493254: 
Column 5355 | average = 0.490273: 91, 193, 259, 330, 528, 600, 632, 654, 825, 861, 863, 894, 1012, 1089, 1356, 1387, 1424, 1530, 1537, 1621, 1768, 1781, 1814, 1942, 2049, 2099, 2134, 2372, 2466, 2588, 2600, 2699, 2731, 3060, 3299, 3317, 3328, 3601, 3662, 3753, 3842, 3969, 4019, 4038, 4104, 4106, 4125, 4244, 4306, 4551, 4566, 4573, 4668, 4847, 5171, 5239, 5373, 5382, 5417, 5437, 5439, 5490, 5521, 5537, 5604, 5616, 5710, 5873, 5889, 5899, 5923, 5955, 6022, 6060, 6439, 6499, 6642, 6673, 6754, 6880, 6993, 7014, 7055, 7066, 7207, 7320, 7477, 7539, 7599, 7647, 7666, 7710, 7727, 7840, 7939, 7973, 7991, 8312, 8518, 8578, 8702, 8823, 8839, 8987, 8988, 9040, 9082, 9227, 9272, 9480, 9591, 9751, 
Column 5356 | average = 0.491306: 
Column 5357 | average = 0.494655: 
Column 5358 | average = 0.494241: 
Column 5359 | average = 0.497161: 
Column 5360 | average = 0.490811: 59, 248, 351, 377, 484, 489, 629, 742, 746, 976, 1082, 1118, 1194, 1210, 1383, 1553, 1633, 1755, 1756, 1868, 1973, 2267, 2346, 2424, 2445, 2508, 2563, 2764, 2895, 2973, 3038, 3111, 3161, 3220, 3231, 3265, 3301, 3559, 3570, 3598, 3862, 3939, 3979, 4017, 4401, 4432, 4651, 4779, 4992, 5003, 5121, 5295, 5433, 5446, 5676, 5746, 5801, 5840, 5998, 6266, 6601, 6671, 6767, 6815, 6836, 6905, 6908, 6944, 7184, 7195, 7658, 7922, 8019, 8164, 8264, 8296, 8301, 8339, 8417, 8530, 8581, 8603, 8634, 8855, 8955, 9033, 9068, 9130, 9131, 9145, 9263, 9340, 9404, 9573, 9574, 9610, 9826, 
Column 5361 | average = 0.493921: 
Column 5362 | average = 0.488941: 
Column 5363 | average = 0.488432: 
Column 5364 | average = 0.495966: 
Column 5365 | average = 0.496511: 
Column 5366 | average = 0.500124: 281, 423, 501, 512, 543, 588, 639, 644, 665, 696, 783, 911, 1054, 1082, 1474, 1536, 1600, 1704, 1764, 1766, 1852, 1950, 2181, 2286, 2442, 2700, 2803, 2832, 2852, 2873, 2890, 2973, 3046, 3125, 3162, 3317, 3439, 3594, 3629, 3676, 3681, 3836, 3848, 4046, 4060, 4097, 4152, 4207, 4225, 4596, 5042, 5053, 5063, 5128, 5285, 5286, 5388, 5466, 5470, 5568, 5595, 5596, 5671, 5724, 5740, 5756, 5808, 6050, 6154, 6260, 6278, 6403, 6466, 6537, 6696, 7004, 7027, 7051, 7281, 7297, 7387, 7619, 7842, 8045, 8190, 8209, 8259, 8384, 8386, 8471, 8481, 8528, 8570, 8719, 8837, 9037, 9199, 9370, 9478, 9532, 9573, 9704, 9708, 9804, 9813, 9933, 
Column 5367 | average = 0.493580: 
Column 5368 | average = 0.493892: 
Column 5369 | average = 0.491117: 
Column 5370 | average = 0.494334: 
Column 5371 | average = 0.489336: 
Column 5372 | average = 0.493697: 
Column 5373 | average = 0.497851: 
Column 5374 | average = 0.495376: 
Column 5375 | average = 0.497579: 
Column 5376 | average = 0.497404: 
Column 5377 | average = 0.491903: 
Column 5378 | average = 0.496286: 
Column 5379 | average = 0.500765: 242, 381, 401, 426, 517, 575, 592, 710, 717, 871, 1035, 1145, 1201, 1517, 1573, 1594, 1670, 1731, 1851, 2027, 2087, 2172, 2259, 2477, 2480, 2497, 2511, 2597, 2618, 2628, 2638, 2862, 2900, 3008, 3065, 3222, 3610, 3786, 3815, 3913, 3997, 4087, 4234, 4418, 4487, 4569, 4700, 4721, 4728, 4730, 4744, 4871, 4906, 4957, 4958, 5075, 5084, 5160, 5311, 5425, 5452, 5489, 5649, 5653, 5729, 5741, 5774, 5902, 5910, 6164, 6385, 6395, 6489, 6554, 6622, 6645, 6677, 6794, 6905, 6964, 7193, 7196, 7228, 7377, 7436, 7463, 7476, 7941, 7968, 8113, 8178, 8218, 8223, 8352, 8389, 8797, 8946, 9190, 9207, 9251, 9269, 9303, 9316, 9343, 9402, 9519, 9749, 9784, 9962, 
Column 5380 | average = 0.489522: 
Column 5381 | average = 0.498238: 
Column 5382 | average = 0.496865: 
Column 5383 | average = 0.496133: 
Column 5384 | average = 0.499022: 
Column 5385 | average = 0.488310: 
Column 5386 | average = 0.492013: 
Column 5387 | average = 0.492392: 
Column 5388 | average = 0.488605: 
Column 5389 | average = 0.495439: 
Column 5390 | average = 0.495377: 
Column 5391 | average = 0.496053: 
Column 5392 | average = 0.498311: 
Column 5393 | average = 0.493427: 
Column 5394 | average = 0.490356: 8, 177, 233, 361, 435, 568, 621, 726, 769, 802, 851, 1032, 1068, 1071, 1189, 1244, 1355, 1482, 1569, 1625, 1710, 1941, 1942, 1944, 1947, 2007, 2028, 2132, 2230, 2261, 2298, 2423, 2488, 2579, 2593, 2651, 2710, 2868, 3064, 3102, 3157, 3207, 3215, 3253, 3323, 3364, 3657, 3699, 3748, 3854, 3873, 3976, 4042, 4074, 4111, 4166, 4262, 4318, 4382, 4562, 4581, 4699, 4705, 4712, 4728, 5048, 5158, 5248, 5345, 5367, 5432, 5533, 5568, 5654, 5754, 5842, 5857, 6206, 6213, 6259, 6281, 6286, 6388, 6442, 6447, 6522, 6567, 6833, 7110, 7117, 7137, 7472, 7524, 7746, 7779, 7800, 7852, 8035, 8132, 8340, 8561, 8588, 8694, 9428, 9702, 9845, 9851, 9997, 
Column 5395 | average = 0.495405: 
Column 5396 | average = 0.496031: 
Column 5397 | average = 0.499910: 
Column 5398 | average = 0.494109: 
Column 5399 | average = 0.493110: 
Column 5400 | average = 0.496633: 
Column 5401 | average = 0.493312: 
Column 5402 | average = 0.497420: 
Column 5403 | average = 0.494891: 
